point_id,policy,rho,label,feature_set,n_updates,prevalence,auroc_loro_mean,auprc_loro_mean,folds,scope
ov50,agg_full,0.8,high_value_top25pct,decision_aware,72,1.0,nan,nan,0,
ov50,agg_static,0.8,flip_next_use,freshness_only,91,0.37362637362637363,0.566304327393037,0.46010161477795397,2,
ov50,agg_static,0.8,flip_next_use,coverage_only,91,0.37362637362637363,0.6619929130009775,0.6045305782296297,2,
ov50,agg_static,0.8,flip_next_use,fresh_cov,91,0.37362637362637363,0.6635273328821716,0.6047721241233496,2,
ov50,agg_static,0.8,flip_next_use,decision_aware,91,0.37362637362637363,0.6043922475374088,0.5519483874297411,2,
ov50,agg_static,0.8,positive_value,freshness_only,91,0.24175824175824176,0.6075107122645322,0.3910914893419519,2,
ov50,agg_static,0.8,positive_value,coverage_only,91,0.24175824175824176,0.7411492440779368,0.592795214907618,2,
ov50,agg_static,0.8,positive_value,fresh_cov,91,0.24175824175824176,0.749043980920042,0.6013464585407216,2,
ov50,agg_static,0.8,positive_value,decision_aware,91,0.24175824175824176,0.6242420567547902,0.5417729327419226,2,
ov50,agg_static,0.8,high_value_top25pct,freshness_only,91,1.0,nan,nan,0,
ov50,agg_static,0.8,high_value_top25pct,coverage_only,91,1.0,nan,nan,0,
ov50,agg_static,0.8,high_value_top25pct,fresh_cov,91,1.0,nan,nan,0,
ov50,agg_static,0.8,high_value_top25pct,decision_aware,91,1.0,nan,nan,0,
ov75,agg_full,0.8,flip_next_use,freshness_only,104,0.3557692307692308,0.4832859174964438,0.3369405761851422,2,
ov75,agg_full,0.8,flip_next_use,coverage_only,104,0.3557692307692308,0.6177216690374585,0.4448160839705312,2,
ov75,agg_full,0.8,flip_next_use,fresh_cov,104,0.3557692307692308,0.6010550023707919,0.41491892105298667,2,
ov75,agg_full,0.8,flip_next_use,decision_aware,104,0.3557692307692308,0.5391378220325589,0.37224074168292964,2,
ov75,agg_full,0.8,positive_value,freshness_only,104,0.22115384615384615,0.546038508615008,0.2661667136877614,2,
ov75,agg_full,0.8,positive_value,coverage_only,104,0.22115384615384615,0.632219188400339,0.3516502309949774,2,
