update_seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,delivered_at_unix,signaling_delay_s,writer_seq,future_use_count,seq,t_send_unix,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight,use_index,use_request_id,use_dispatch_time_unix,use_discard,superseded_before_use,decision_without_update,decision_with_update,decision_flip,native_instance_without,selected_instance_without,selected_instance_with,selected_load_without,selected_load_with,reusable_coverage_without,reusable_coverage_with,reusable_coverage_gain,estimated_prefill_gain_ms,estimated_queue_delta_ms,estimated_net_gain_ms,signaling_cost_ms,oracle_value_ms,oracle_value_net_of_cost_ms,realized_ttft_ms,realized_cached_tokens,world1_expected_net_ms
92,upsert,0,L0023,2048,0,1787899118.8462644,45.93762707710266,37,3,92,1787899072.9086373,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899072.9086132,0,2048,,0,0,0,0,0,0,0,0,93,,0;0;0;0,0,0,3,63,1787899182.6875122,,0,1,1,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,45937.62707710266,0.0,-45937.62707710266,190.885434,2608.0,0.0
93,upsert,1,L0023,2048,0,1787899118.846309,45.93751907348633,38,3,93,1787899072.9087899,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899072.908775,0,2048,,0,0,0,0,0,0,0,0,94,,0;0;0;0,0,0,1,35,1787899162.280348,,0,0,1,1,3,0,1,2,1,2048,2048,0,0.0,-2.0,2.0,45937.51907348633,2.0,-45935.51907348633,3029.47219,2080.0,38.96
93,upsert,1,L0023,2048,0,1787899118.846309,45.93751907348633,38,3,93,1787899072.9087899,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899072.908775,0,2048,,0,0,0,0,0,0,0,0,94,,0;0;0;0,0,0,2,46,1787899173.5866153,,0,0,0,0,3,0,0,1,1,2048,2048,0,0.0,0.0,0.0,45937.51907348633,0.0,-45937.51907348633,399.571352,2080.0,38.96
93,upsert,1,L0023,2048,0,1787899118.846309,45.93751907348633,38,3,93,1787899072.9087899,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899072.908775,0,2048,,0,0,0,0,0,0,0,0,94,,0;0;0;0,0,0,3,63,1787899182.6875122,,1,1,1,0,,1,1,0,0,0,0,0,0.0,0.0,0.0,45937.51907348633,0.0,-45937.51907348633,190.885434,2608.0,0.0
108,upsert,0,L0027,2048,0,1787899127.959647,44.27175521850586,45,1,108,1787899083.6878917,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899083.6878676,0,2048,,0,0,0,0,0,0,0,0,99,66.0547285079956,0;0;0;0,0,0,1,34,1787899162.2803013,,0,1,0,1,3,1,0,1,1,2048,2048,0,0.0,0.0,0.0,44271.75521850586,0.0,-44271.75521850586,365.613958,2080.0,38.96
109,upsert,1,L0027,2048,0,1787899127.9596937,44.271538496017456,46,1,109,1787899083.6881552,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899083.6881397,0,2048,,0,0,0,0,0,0,0,0,100,66.0547285079956,0;0;0;0,0,0,1,34,1787899162.2803013,,0,0,0,0,3,0,0,1,1,2048,2048,0,0.0,0.0,0.0,44271.538496017456,0.0,-44271.538496017456,365.613958,2080.0,38.96
112,upsert,0,L0028,2048,0,1787899127.9597344,41.22285056114197,47,1,112,1787899086.7368839,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899086.7368588,0,2048,,0,0,0,0,0,0,0,0,103,66.0547285079956,0;0;0;0,0,0,1,55,1787899177.7216756,,1,0,0,0,,0,0,1,1,0,0,0,0.0,0.0,0.0,41222.85056114197,0.0,-41222.85056114197,1489.661711,2080.0,38.96
113,upsert,1,L0028,2048,0,1787899127.9597785,41.22262716293335,48,1,113,1787899086.7371514,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899086.737136,0,2048,,0,0,0,0,0,0,0,0,104,66.0547285079956,0;0;0;0,0,0,1,55,1787899177.7216756,,0,0,0,0,2,0,0,1,1,2048,2048,0,0.0,0.0,0.0,41222.62716293335,0.0,-41222.62716293335,1489.661711,2080.0,38.96
116,upsert,0,L0029,2048,0,1787899136.3924096,46.60540437698364,49,1,116,1787899089.7870052,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899089.786979,0,2048,,0,0,0,0,0,0,0,0,107,66.0547285079956,0;0;0;0,0,0,1,36,1787899166.0469186,,0,1,1,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,46605.40437698364,0.0,-46605.40437698364,1515.760183,2608.0,0.0
117,upsert,1,L0029,2048,0,1787899136.3925395,46.60524535179138,50,1,117,1787899089.7872941,ov75,agg_static@rho0.8,0,0.55,0.75,4,0.8,agg_static,1787899089.7872791,0,2048,,0,0,0,0,0,0,0,0,108,66.0547285079956,0;0;0;0,0,0,1,36,1787899166.0469186,,0,0,1,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,46605.24535179138,0.0,-46605.24535179138,1515.760183,2608.0,0.0
