tag,point_id,cell_id,cell_tag,rep,policy,rho,value_definition,candidate_updates,selected_updates,selection_policy,budget_fraction,value_retention,seeds
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,6,DecisionAware,0.4,0.2836342457775189,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,7,DecisionAware,0.5,0.5672684915550378,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,8,DecisionAware,0.6,0.8509027373325566,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,11,DecisionAware,0.8,0.8509027373325566,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,14,DecisionAware,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,1,B02Utility,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,3,B02Utility,0.2,0.0745486313337216,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,4,B02Utility,0.3,0.1490972626674432,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,6,B02Utility,0.4,0.1490972626674432,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,7,B02Utility,0.5,0.1490972626674432,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,8,B02Utility,0.6,0.1490972626674432,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,11,B02Utility,0.8,0.716365754222481,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,14,B02Utility,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,1,Oracle,0.1,0.2836342457775189,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,3,Oracle,0.2,0.8509027373325566,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,4,Oracle,0.3,0.9254513686662783,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,6,Oracle,0.4,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,7,Oracle,0.5,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,8,Oracle,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,11,Oracle,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,next_use,14,14,Oracle,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,Random,0.1,0.01666666666666667,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,Random,0.2,0.2,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,Random,0.3,0.2666666666666667,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,Random,0.4,0.35000000000000003,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,Random,0.5,0.45000000000000007,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,Random,0.6,0.5333333333333334,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,Random,0.8,0.75,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,Random,1.0,1.0,20
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,Freshness,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,Freshness,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,Freshness,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,Freshness,0.4,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,Freshness,0.5,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,Freshness,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,Freshness,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,Freshness,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,CoverageDelta,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,CoverageDelta,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,CoverageDelta,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,CoverageDelta,0.4,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,CoverageDelta,0.5,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,CoverageDelta,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,CoverageDelta,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,CoverageDelta,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,CoverageAdvantage,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,CoverageAdvantage,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,CoverageAdvantage,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,CoverageAdvantage,0.4,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,CoverageAdvantage,0.5,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,CoverageAdvantage,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,CoverageAdvantage,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,CoverageAdvantage,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,SimpleCoverageLoad,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,SimpleCoverageLoad,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,SimpleCoverageLoad,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,SimpleCoverageLoad,0.4,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,SimpleCoverageLoad,0.5,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,SimpleCoverageLoad,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,SimpleCoverageLoad,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,SimpleCoverageLoad,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,DecisionAware,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,DecisionAware,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,DecisionAware,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,DecisionAware,0.4,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,DecisionAware,0.5,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,DecisionAware,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,DecisionAware,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,DecisionAware,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,B02Utility,0.1,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,B02Utility,0.2,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,B02Utility,0.3,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,B02Utility,0.4,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,B02Utility,0.5,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,B02Utility,0.6,0.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,B02Utility,0.8,0.6666666666666667,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,B02Utility,1.0,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,1,Oracle,0.1,0.33333333333333337,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,3,Oracle,0.2,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,4,Oracle,0.3,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,6,Oracle,0.4,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,7,Oracle,0.5,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,8,Oracle,0.6,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,11,Oracle,0.8,1.0,1
b03core,base,exact_fifo@rho1.0,rep0_base_exact_fifo@rho1.0_b03core,0,exact_fifo,1.0,horizon_h4,14,14,Oracle,1.0,1.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,1,Random,0.1,0.10070741369552913,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,3,Random,0.2,0.22243916242218448,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,4,Random,0.3,0.3079513299377476,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,5,Random,0.4,0.38259762308998296,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,6,Random,0.5,0.46086587436332765,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,8,Random,0.6,0.6137804187889077,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,10,Random,0.8,0.7072439162422184,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,13,Random,1.0,1.0,20
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,1,Freshness,0.1,0.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,3,Freshness,0.2,0.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,4,Freshness,0.3,0.07243916242218448,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,5,Freshness,0.4,0.34804753820033957,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,6,Freshness,0.5,0.6378041878890774,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,8,Freshness,0.6,0.6519524617996604,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,10,Freshness,0.8,0.9417091114883983,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,13,Freshness,1.0,1.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,1,CoverageDelta,0.1,0.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,3,CoverageDelta,0.2,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,4,CoverageDelta,0.3,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,5,CoverageDelta,0.4,0.14487832484436897,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,6,CoverageDelta,0.5,0.14487832484436897,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,8,CoverageDelta,0.6,0.14487832484436897,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,10,CoverageDelta,0.8,0.710243350311262,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,13,CoverageDelta,1.0,1.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,1,CoverageAdvantage,0.1,0.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,3,CoverageAdvantage,0.2,0.07243916242218448,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,4,CoverageAdvantage,0.3,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,5,CoverageAdvantage,0.4,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,6,CoverageAdvantage,0.5,0.14487832484436897,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,8,CoverageAdvantage,0.6,0.14487832484436897,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,10,CoverageAdvantage,0.8,0.42048670062252397,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,13,CoverageAdvantage,1.0,1.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,1,SimpleCoverageLoad,0.1,0.0,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,3,SimpleCoverageLoad,0.2,0.07243916242218448,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,4,SimpleCoverageLoad,0.3,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,5,SimpleCoverageLoad,0.4,0.0865874363327674,1
b03core,base,exact_fifo@rho0.8,rep0_base_exact_fifo@rho0.8_b03core,0,exact_fifo,0.8,next_use,13,6,SimpleCoverageLoad,0.5,0.14487832484436897,1
