selection_policy,budget_fraction,value_retention_mean,ci95_low,ci95_high,n_cells,candidate_updates_total,value_retention_per_cell_mean,value_definition
Oracle,0.6,0.9813886570332147,0.9661672082820018,0.9926331651559027,44,1008,0.9813886570332147,next_use
Oracle,0.8,0.9986153779585478,0.9958461338756436,1.0,44,1008,0.9986153779585478,next_use
Oracle,1.0,1.0,1.0,1.0,44,1008,1.0,next_use
Random,0.1,0.11406789300153052,0.10339847033172861,0.1249216781012655,44,1008,0.11406789300153052,next_use
Random,0.2,0.22009055553430937,0.2064232002056633,0.23354814035356095,44,1008,0.22009055553430937,next_use
Random,0.3,0.32127226993377384,0.3050735205560279,0.3387060333194653,44,1008,0.32127226993377384,next_use
Random,0.4,0.41444366664706955,0.39931254599722005,0.42945325035566584,44,1008,0.41444366664706955,next_use
Random,0.5,0.5109747862933376,0.4945898706513037,0.5289065379585902,44,1008,0.5109747862933376,next_use
Random,0.6,0.6048051466153403,0.5912880801505386,0.6198097503667632,44,1008,0.6048051466153403,next_use
Random,0.8,0.7958538784938186,0.7829483401788699,0.8094340646927107,44,1008,0.7958538784938186,next_use
Random,1.0,1.0,1.0,1.0,44,1008,1.0,next_use
SimpleCoverageLoad,0.1,0.06451653495013192,0.03747781978759306,0.10022802676575804,44,1008,0.06451653495013192,next_use
SimpleCoverageLoad,0.2,0.11710229921394898,0.08323985412585859,0.15675403862267873,44,1008,0.11710229921394898,next_use
SimpleCoverageLoad,0.3,0.17426056442104457,0.13400797579269486,0.2208868730895037,44,1008,0.17426056442104457,next_use
SimpleCoverageLoad,0.4,0.2631635438941927,0.21540251119010306,0.3122167870496617,44,1008,0.2631635438941927,next_use
SimpleCoverageLoad,0.5,0.35792782268174617,0.29837180680667164,0.4149216142244834,44,1008,0.35792782268174617,next_use
SimpleCoverageLoad,0.6,0.47574952214080923,0.40703977330911584,0.5388454720314653,44,1008,0.47574952214080923,next_use
SimpleCoverageLoad,0.8,0.7854645431405534,0.7277442026409953,0.8381571116769041,44,1008,0.7854645431405534,next_use
SimpleCoverageLoad,1.0,1.0,1.0,1.0,44,1008,1.0,next_use
B02Utility,0.1,0.04074530578074153,0.026374213612332907,0.05658221109551742,44,1008,0.04074530578074153,horizon_h4
B02Utility,0.2,0.10381979853537018,0.06862737470706944,0.14106003646531962,44,1008,0.10381979853537018,horizon_h4
B02Utility,0.3,0.154745248252035,0.11386933453355837,0.19724569014114093,44,1008,0.154745248252035,horizon_h4
B02Utility,0.4,0.25218458274082933,0.20235096948901374,0.3061539550943936,44,1008,0.25218458274082933,horizon_h4
B02Utility,0.5,0.3331843481192068,0.27399461075957304,0.39374014461657153,44,1008,0.3331843481192068,horizon_h4
B02Utility,0.6,0.4487779963745585,0.39280441377178504,0.5019208326701885,44,1008,0.4487779963745585,horizon_h4
B02Utility,0.8,0.7511165316261204,0.6958061399662248,0.80240569466403,44,1008,0.7511165316261204,horizon_h4
B02Utility,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
CoverageAdvantage,0.1,0.06608407312971731,0.03667076240543598,0.10639598242393462,44,1008,0.06608407312971731,horizon_h4
CoverageAdvantage,0.2,0.13002063175822332,0.09081149921916003,0.17597390496576368,44,1008,0.13002063175822332,horizon_h4
CoverageAdvantage,0.3,0.18308986441291852,0.1381984894921885,0.2355834961645943,44,1008,0.18308986441291852,horizon_h4
CoverageAdvantage,0.4,0.2842533051065153,0.2314874184691079,0.339599207478376,44,1008,0.2842533051065153,horizon_h4
CoverageAdvantage,0.5,0.38140254687301645,0.31520449244427107,0.44177646020652866,44,1008,0.38140254687301645,horizon_h4
CoverageAdvantage,0.6,0.5185395701264384,0.43637385648194693,0.5938138204876525,44,1008,0.5185395701264384,horizon_h4
CoverageAdvantage,0.8,0.8339923088024214,0.7796095448813296,0.8833392006315576,44,1008,0.8339923088024214,horizon_h4
CoverageAdvantage,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
CoverageDelta,0.1,0.07105283413139045,0.040517942829396976,0.11060391613496966,44,1008,0.07105283413139045,horizon_h4
CoverageDelta,0.2,0.1383683403076386,0.09661573480092385,0.18746396359654496,44,1008,0.1383683403076386,horizon_h4
CoverageDelta,0.3,0.18343372014718246,0.13458151258426068,0.2361822618648729,44,1008,0.18343372014718246,horizon_h4
CoverageDelta,0.4,0.28637547420999276,0.2306661931119382,0.34337365695662225,44,1008,0.28637547420999276,horizon_h4
CoverageDelta,0.5,0.3926660914046141,0.322902885287398,0.45746714970616026,44,1008,0.3926660914046141,horizon_h4
CoverageDelta,0.6,0.5516354959410458,0.4757239397681106,0.6268170751479425,44,1008,0.5516354959410458,horizon_h4
CoverageDelta,0.8,0.8858451058987059,0.8293302831045459,0.9331545413203672,44,1008,0.8858451058987059,horizon_h4
CoverageDelta,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
DecisionAware,0.1,0.12490917079043085,0.07046824231380557,0.18440984231838864,44,1008,0.12490917079043085,horizon_h4
DecisionAware,0.2,0.23859075096221702,0.1631199569753598,0.3209721114120527,44,1008,0.23859075096221702,horizon_h4
DecisionAware,0.3,0.31054961034991907,0.2277234703350889,0.399520089247376,44,1008,0.31054961034991907,horizon_h4
DecisionAware,0.4,0.4140881896626914,0.3382396051690533,0.4897092366745736,44,1008,0.4140881896626914,horizon_h4
DecisionAware,0.5,0.5104441044462348,0.43457882446852836,0.5839498740790423,44,1008,0.5104441044462348,horizon_h4
DecisionAware,0.6,0.6340619430704864,0.5649283532039914,0.6980571173609876,44,1008,0.6340619430704864,horizon_h4
DecisionAware,0.8,0.8421802016784854,0.7939316238374835,0.8881770641646229,44,1008,0.8421802016784854,horizon_h4
DecisionAware,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
Freshness,0.1,0.03821733245586548,0.02118504037639111,0.057136766390299604,44,1008,0.03821733245586548,horizon_h4
Freshness,0.2,0.10528334391206205,0.0747252985337511,0.13798813050904876,44,1008,0.10528334391206205,horizon_h4
Freshness,0.3,0.21904537655146522,0.17501745181077283,0.2655453490124093,44,1008,0.21904537655146522,horizon_h4
Freshness,0.4,0.35050606368209797,0.2908735056610832,0.41788759402943865,44,1008,0.35050606368209797,horizon_h4
Freshness,0.5,0.47467382150948556,0.39383027604892784,0.5556270098229487,44,1008,0.47467382150948556,horizon_h4
Freshness,0.6,0.634240999161391,0.555698216800821,0.7124031846712294,44,1008,0.634240999161391,horizon_h4
Freshness,0.8,0.9014845815287472,0.8508455967942214,0.9421195596481001,44,1008,0.9014845815287472,horizon_h4
Freshness,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
Oracle,0.1,0.49283224404122583,0.42906840571219174,0.5566152788702242,44,1008,0.49283224404122583,horizon_h4
Oracle,0.2,0.7323701781371484,0.669837013923663,0.7883497831715163,44,1008,0.7323701781371484,horizon_h4
Oracle,0.3,0.8714947332714662,0.829150565413317,0.9105112811335884,44,1008,0.8714947332714662,horizon_h4
Oracle,0.4,0.9378220686552544,0.9104772323418836,0.9624757811629632,44,1008,0.9378220686552544,horizon_h4
Oracle,0.5,0.9720107222902642,0.953921554011934,0.9869121946183351,44,1008,0.9720107222902642,horizon_h4
Oracle,0.6,0.9908465842801195,0.9825613853603484,0.9968846332735903,44,1008,0.9908465842801195,horizon_h4
Oracle,0.8,0.9992859374302673,0.997857812290802,1.0,44,1008,0.9992859374302673,horizon_h4
Oracle,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
Random,0.1,0.11853696256143029,0.10724716093005912,0.12985180167107593,44,1008,0.11853696256143029,horizon_h4
Random,0.2,0.22687481138033316,0.21148489933426937,0.24212656261718582,44,1008,0.22687481138033316,horizon_h4
Random,0.3,0.3273008622248638,0.31004208395667227,0.34760460715629093,44,1008,0.3273008622248638,horizon_h4
Random,0.4,0.421537095619332,0.4061304024638321,0.438077382709886,44,1008,0.421537095619332,horizon_h4
Random,0.5,0.5189802871136912,0.5016422615276214,0.5385912926277842,44,1008,0.5189802871136912,horizon_h4
Random,0.6,0.6119817749132758,0.5964735938460419,0.6289316733598521,44,1008,0.6119817749132758,horizon_h4
Random,0.8,0.7991993046267987,0.7847153806331334,0.8139055733883529,44,1008,0.7991993046267987,horizon_h4
Random,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
SimpleCoverageLoad,0.1,0.0692367357684696,0.039445988826309515,0.10954864506268691,44,1008,0.0692367357684696,horizon_h4
SimpleCoverageLoad,0.2,0.1288965626279718,0.089856028642871,0.17473707114358547,44,1008,0.1288965626279718,horizon_h4
SimpleCoverageLoad,0.3,0.18196579528266701,0.1371705425024498,0.2344775746487458,44,1008,0.18196579528266701,horizon_h4
SimpleCoverageLoad,0.4,0.2829922285262109,0.2298861086047446,0.3369828321472534,44,1008,0.2829922285262109,horizon_h4
SimpleCoverageLoad,0.5,0.38833690226043704,0.3211657551220252,0.4506450913058116,44,1008,0.38833690226043704,horizon_h4
SimpleCoverageLoad,0.6,0.5166707413050862,0.43753330515943056,0.5905927774313713,44,1008,0.5166707413050862,horizon_h4
SimpleCoverageLoad,0.8,0.8334872892421762,0.7777976560896869,0.8829519191392345,44,1008,0.8334872892421762,horizon_h4
SimpleCoverageLoad,1.0,1.0,1.0,1.0,44,1008,1.0,horizon_h4
B02Utility,0.1,0.04803962513279428,0.03252284784304628,0.06458342113388015,50,1140,0.04803962513279428,next_use_all_policies
B02Utility,0.2,0.10533307498920644,0.07809315101392003,0.13460896795681265,50,1140,0.10533307498920644,next_use_all_policies
B02Utility,0.3,0.15820853078583427,0.12610994328206007,0.1919700356413058,50,1140,0.15820853078583427,next_use_all_policies
B02Utility,0.4,0.25366105055578897,0.21019874327213217,0.2992471250712788,50,1140,0.25366105055578897,next_use_all_policies
B02Utility,0.5,0.34912447428646504,0.2939761354245685,0.4025869802240485,50,1140,0.34912447428646504,next_use_all_policies
B02Utility,0.6,0.45307567244054303,0.4010302677994813,0.5006727918913783,50,1140,0.45307567244054303,next_use_all_policies
B02Utility,0.8,0.743832116169804,0.7020952239176016,0.7851651572569092,50,1140,0.743832116169804,next_use_all_policies
B02Utility,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
CoverageAdvantage,0.1,0.06077827855945639,0.035895510062664816,0.09417387663810459,50,1140,0.06077827855945639,next_use_all_policies
CoverageAdvantage,0.2,0.11630334230729558,0.08534119411813722,0.15526331529665371,50,1140,0.11630334230729558,next_use_all_policies
CoverageAdvantage,0.3,0.17661861803528894,0.13671884100323897,0.21884551611629025,50,1140,0.17661861803528894,next_use_all_policies
CoverageAdvantage,0.4,0.27077963927544507,0.22669360164374427,0.31531325971739527,50,1140,0.27077963927544507,next_use_all_policies
CoverageAdvantage,0.5,0.3683228832030859,0.3140521246728142,0.4212803317473085,50,1140,0.3683228832030859,next_use_all_policies
CoverageAdvantage,0.6,0.49605056114699253,0.4325851903546325,0.55964151012307,50,1140,0.49605056114699253,next_use_all_policies
CoverageAdvantage,0.8,0.788767987072016,0.7370685007223698,0.8349853980702651,50,1140,0.788767987072016,next_use_all_policies
CoverageAdvantage,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
CoverageDelta,0.1,0.058556277401767866,0.035336029698406164,0.08801514698427025,50,1140,0.058556277401767866,next_use_all_policies
CoverageDelta,0.2,0.11843762733913311,0.08545469437483973,0.15655915895574835,50,1140,0.11843762733913311,next_use_all_policies
CoverageDelta,0.3,0.16643250430196796,0.12885806588028662,0.20583048543683713,50,1140,0.16643250430196796,next_use_all_policies
CoverageDelta,0.4,0.25966072395552353,0.21828904152989834,0.3005639177133347,50,1140,0.25966072395552353,next_use_all_policies
CoverageDelta,0.5,0.374949872040473,0.319543094904538,0.4310745259991082,50,1140,0.374949872040473,next_use_all_policies
CoverageDelta,0.6,0.5227632526110879,0.45834346486748273,0.5870926949584562,50,1140,0.5227632526110879,next_use_all_policies
CoverageDelta,0.8,0.8382319610864317,0.7934957100254438,0.8800241423799903,50,1140,0.8382319610864317,next_use_all_policies
CoverageDelta,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
DecisionAware,0.1,0.10510803260122036,0.06104910735337096,0.16140952309619847,50,1140,0.10510803260122036,next_use_all_policies
DecisionAware,0.2,0.2050632743800658,0.14302986000516088,0.27794936023005323,50,1140,0.2050632743800658,next_use_all_policies
DecisionAware,0.3,0.27925359433543206,0.20420222958406017,0.3562032747269467,50,1140,0.27925359433543206,next_use_all_policies
DecisionAware,0.4,0.38219611093802747,0.31613035388610383,0.44931067123401625,50,1140,0.38219611093802747,next_use_all_policies
DecisionAware,0.5,0.4796545454012042,0.41532285550226533,0.5414247235847953,50,1140,0.4796545454012042,next_use_all_policies
DecisionAware,0.6,0.5965965008604036,0.5382777647045663,0.6518532657222008,50,1140,0.5965965008604036,next_use_all_policies
DecisionAware,0.8,0.7940048950398025,0.7398915704924854,0.8412392765402046,50,1140,0.7940048950398025,next_use_all_policies
DecisionAware,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
Freshness,0.1,0.03563283144100506,0.017078731992342815,0.05571656288372827,50,1140,0.03563283144100506,next_use_all_policies
Freshness,0.2,0.09807482300114727,0.06639910807547374,0.13114047369341056,50,1140,0.09807482300114727,next_use_all_policies
Freshness,0.3,0.194529778511373,0.15502825563172676,0.23358719923949697,50,1140,0.194529778511373,next_use_all_policies
Freshness,0.4,0.3313651723719636,0.2790655053034626,0.3844027774989924,50,1140,0.3313651723719636,next_use_all_policies
Freshness,0.5,0.45595837028898634,0.3859227447350451,0.5244742520729944,50,1140,0.45595837028898634,next_use_all_policies
Freshness,0.6,0.5890754272427001,0.5179329922764973,0.6550970777735211,50,1140,0.5890754272427001,next_use_all_policies
Freshness,0.8,0.848362698548403,0.8060568709779615,0.8863703046400859,50,1140,0.848362698548403,next_use_all_policies
Freshness,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
Oracle,0.1,0.4073280085247374,0.34293602783471694,0.4737753888285114,50,1140,0.4073280085247374,next_use_all_policies
Oracle,0.2,0.6568534372801312,0.5933006702904736,0.7224704297704435,50,1140,0.6568534372801312,next_use_all_policies
Oracle,0.3,0.8066982400428395,0.7575579191223913,0.8518621659058805,50,1140,0.8066982400428395,next_use_all_policies
Oracle,0.4,0.9056039658653867,0.8728096613126723,0.9350109815348776,50,1140,0.9056039658653867,next_use_all_policies
Oracle,0.5,0.9587970447064844,0.9320671983885285,0.9786092702463384,50,1140,0.9587970447064844,next_use_all_policies
Oracle,0.6,0.9822830398262531,0.9677825715083178,0.992058219267444,50,1140,0.9822830398262531,next_use_all_policies
Oracle,0.8,0.9987815326035221,0.9963445978105664,1.0,50,1140,0.9987815326035221,next_use_all_policies
Oracle,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
Random,0.1,0.11215278060908918,0.10248268174459385,0.121790570282579,50,1140,0.11215278060908918,next_use_all_policies
Random,0.2,0.21744583106477045,0.20523394348638643,0.22949640526459436,50,1140,0.21744583106477045,next_use_all_policies
Random,0.3,0.3178202753879895,0.3029289267286398,0.33310493191903867,50,1140,0.3178202753879895,next_use_all_policies
Random,0.4,0.4111714054882338,0.3981730070249953,0.4251577115197155,50,1140,0.4111714054882338,next_use_all_policies
Random,0.5,0.5079270355828738,0.4936988720042969,0.5222010709161111,50,1140,0.5079270355828738,next_use_all_policies
Random,0.6,0.6017260632619443,0.5899885230387983,0.6141542986382308,50,1140,0.6017260632619443,next_use_all_policies
Random,0.8,0.7928986864974468,0.7806110135222644,0.8048805758003449,50,1140,0.7928986864974468,next_use_all_policies
Random,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
SimpleCoverageLoad,0.1,0.06077827855945639,0.035895510062664816,0.09417387663810459,50,1140,0.06077827855945639,next_use_all_policies
SimpleCoverageLoad,0.2,0.11670548554639033,0.08534806627981995,0.155431948093229,50,1140,0.11670548554639033,next_use_all_policies
SimpleCoverageLoad,0.3,0.17542847391627453,0.13552869688422456,0.21804983289313878,50,1140,0.17542847391627453,next_use_all_policies
SimpleCoverageLoad,0.4,0.2709405873301244,0.22485114854672814,0.31607566145686494,50,1140,0.2709405873301244,next_use_all_policies
SimpleCoverageLoad,0.5,0.3754047600119779,0.3187017442398643,0.4296491565693774,50,1140,0.3754047600119779,next_use_all_policies
SimpleCoverageLoad,0.6,0.4946038260206205,0.4320553062523832,0.5580674608849518,50,1140,0.4946038260206205,next_use_all_policies
SimpleCoverageLoad,0.8,0.7938102670677404,0.741347490527239,0.8414036523396775,50,1140,0.7938102670677404,next_use_all_policies
SimpleCoverageLoad,1.0,1.0,1.0,1.0,50,1140,1.0,next_use_all_policies
