update_seq,update_kind,instance,digest,coverage_after,pre_delivery_visible_cov,delivered_at_unix,signaling_delay_s,writer_seq,future_use_count,seq,t_send_unix,point_id,cell_id,rep,zipf_alpha,overlap,concurrency,rho,policy,send_ts_unix,coverage_before_source,source_coverage_delta,update_age_s,advertised_before,dispatcher_visible_before,best_visible_cov,second_visible_cov,visible_cov_gap,replica_visible_count,source_best_cov,digest_req_count_recent,in_flight_frames,ewma_delivery_delay_s,dispatcher_loads,dispatcher_rr,supersedes_in_flight,evaluated,superseded_before_use,decision_flip,decision_irrelevant,is_tombstone,dispatcher_load_sum,next_use_request_id,next_use_distance_requests,next_use_time_distance_s,next_use_discard,decision_without_update,decision_with_update,selected_instance_without,selected_instance_with,selected_load_without,selected_load_with,reusable_coverage_without,reusable_coverage_with,reusable_coverage_gain,estimated_prefill_gain_ms,estimated_queue_delta_ms,estimated_net_gain_ms,signaling_cost_ms,oracle_value_ms,realized_ttft_ms,realized_cached_tokens,impact_count_h1,impact_count_h4,impact_count_h8,cumulative_value_h1,cumulative_value_h4,cumulative_value_h8
0,upsert,0,L0015,2048,0,1787894251.3242304,0.0034055709838867188,1,0,0,1787894251.3208249,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894251.320792,0,2048,,0,0,0,0,0,0,0,1,1,,0;1;1;1,4,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
1,upsert,2,L0013,2048,0,1787894251.3243809,0.003374814987182617,2,0,1,1787894251.321006,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894251.3209887,0,2048,,0,0,0,0,0,0,0,1,2,,0;1;0;1,4,0,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,upsert,1,L0010,2048,0,1787894251.3244731,0.003344297409057617,3,0,2,1787894251.3211288,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894251.3211174,0,2048,,0,0,0,0,0,0,0,1,3,,0;0;0;1,4,0,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,upsert,3,L0018,2048,0,1787894251.324542,0.0032722949981689453,4,0,3,1787894251.3212698,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894251.3212585,0,2048,,0,0,0,0,0,0,0,1,4,,0;0;0;0,4,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,upsert,0,L0002,2048,0,1787894253.435231,0.0036253929138183594,5,0,4,1787894253.4316056,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894253.431579,0,2048,,0,0,0,0,0,0,0,1,1,0.0033492445945739746,0;1;1;1,8,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,upsert,3,L0036,2048,0,1787894253.4353435,0.003470182418823242,6,0,5,1787894253.4318733,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894253.4318578,0,2048,,0,0,0,0,0,0,0,1,2,0.0033492445945739746,0;1;1;0,8,0,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,upsert,1,L0041,2048,0,1787894253.435418,0.0033729076385498047,7,2,6,1787894253.432045,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894253.4320326,0,2048,,0,0,0,0,0,0,0,1,3,0.0033492445945739746,0;0;1;0,8,0,1,0,1,0,0,1,33,33,16.536361932754517,,0,1,0,1,0,0,0,2048,2048,40.96,0.0,40.96,3.3729076385498047,40.96,748.406806,2080.0,1,2,2,40.96,79.92,79.92
7,upsert,2,L0003,2048,0,1787894253.4354804,0.003255128860473633,8,0,7,1787894253.4322252,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894253.4322133,0,2048,,0,0,0,0,0,0,0,1,4,0.0033492445945739746,0;0;0;0,8,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,upsert,0,L0045,2048,0,1787894255.5578363,0.0015254020690917969,9,0,8,1787894255.556311,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894255.5562937,0,2048,,0,0,0,0,0,0,0,1,1,0.003390073776245117,0;1;1;1,12,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
9,upsert,1,L0031,2048,0,1787894255.5578835,0.0014233589172363281,10,1,9,1787894255.5564601,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894255.5564535,0,2048,,0,0,0,0,0,0,0,1,2,0.003390073776245117,0;0;1;1,12,0,1,0,1,0,0,2,51,51,25.866920232772827,,2,1,2,1,0,2,0,2048,2048,40.96,4.0,36.96,1.4233589172363281,36.96,4061.864564,2608.0,1,1,1,36.96,36.96,36.96
10,upsert,2,L0048,2048,0,1787894255.5579066,0.0013818740844726562,11,0,10,1787894255.5565248,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894255.55652,0,2048,,0,0,0,0,0,0,0,1,3,0.003390073776245117,0;0;0;1,12,0,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
11,upsert,3,L0001,2048,0,1787894255.557927,0.0013470649719238281,12,0,11,1787894255.5565798,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894255.5565758,0,2048,,0,0,0,0,0,0,0,1,4,0.003390073776245117,0;0;0;0,12,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,upsert,0,L0049,2048,0,1787894262.3768406,4.488821506500244,13,0,12,1787894257.888019,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894257.8880055,0,2048,,0,0,0,0,0,0,0,1,1,0.0027331908543904624,0;1;1;1,16,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
13,upsert,2,L0023,2048,0,1787894263.6768105,5.788668394088745,14,2,13,1787894257.888142,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894257.888136,0,2048,,0,0,0,0,0,0,0,1,2,0.0027331908543904624,0;1;0;1,16,0,1,0,1,0,0,2,34,34,6.294987916946411,,3,2,3,2,0,1,0,2048,2048,40.96,2.0,38.96,5788.668394088745,38.96,3229.170735,2080.0,1,1,1,38.96,38.96,38.96
14,upsert,1,L0022,2048,0,1787894263.6769066,5.788689136505127,15,1,14,1787894257.8882174,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894257.8882124,0,2048,,0,0,0,0,0,0,0,2,3,0.0027331908543904624,0;0;0;1,16,0,1,0,0,1,0,1,45,45,15.759047269821167,,3,3,3,3,0,0,0,0,0,0.0,0.0,0.0,5788.689136505127,0.0,839.021389,2608.0,0,0,0,0,0,0
15,upsert,3,L0022,2560,0,1787894265.6168077,7.728533029556274,16,1,15,1787894257.8882747,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894257.8882706,0,2560,,0,0,0,0,0,0,0,2,4,0.0027331908543904624,0;0;0;0,16,0,1,0,1,0,0,0,45,45,13.819146156311035,,1,3,1,3,0,0,0,0,0,0.0,0.0,0.0,7728.533029556274,0.0,839.021389,2608.0,1,1,1,0.0,0.0,0.0
16,upsert,0,L0029,2048,0,1787894270.9368267,9.32961893081665,17,0,16,1787894261.6072078,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894261.607156,0,2048,,0,0,0,0,0,0,0,1,5,0.0027331908543904624,0;0;1;2,22,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
17,upsert,3,L0006,2048,0,1787894270.9368844,9.329410076141357,18,0,17,1787894261.6074743,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894261.6074593,0,2048,,0,0,0,0,0,0,0,1,6,0.0027331908543904624,0;0;1;1,22,0,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18,upsert,2,L0003,2560,2048,1787894270.936918,9.329261541366577,19,0,18,1787894261.6076565,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894261.6076396,2048,512,8.175426244735718,0,2048,2048,0,2048,1,0,2,7,0.0027331908543904624,0;0;0;1,22,0,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19,upsert,3,L0018,2560,2048,1787894276.7768202,15.168998718261719,20,0,19,1787894261.6078215,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894261.6078064,2048,512,10.286547899246216,0,2048,2048,0,2048,1,0,2,8,0.0027331908543904624,0;0;0;0,22,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,upsert,0,L0045,2560,2048,1787894276.776954,11.93284273147583,21,0,20,1787894264.8441112,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894264.8440847,2048,512,9.287791013717651,0,2048,2048,0,2048,1,0,2,6,1.0732651551564534,1;0;1;1,28,0,0,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
21,upsert,0,L0015,2560,2048,1787894276.7770205,11.932618141174316,22,0,21,1787894264.8444023,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894264.8443856,2048,512,13.523593664169312,0,2048,2048,0,2048,1,0,2,7,1.0732651551564534,0;0;1;1,28,0,0,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
22,upsert,3,L0023,2560,0,1787894276.7770765,11.932491064071655,23,1,22,1787894264.8445854,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894264.8445716,0,2560,,0,0,2048,0,2048,1,0,2,8,1.0732651551564534,0;0;1;0,28,0,1,0,0,1,0,1,63,63,14.842509269714355,,2,2,2,2,0,0,0,0,0,0.0,0.0,0.0,11932.491064071655,0.0,110.893998,2080.0,0,0,0,0,0,0
23,upsert,2,L0035,2048,0,1787894276.777122,11.932367086410522,24,0,23,1787894264.844755,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894264.8447418,0,2048,,0,0,0,0,0,0,0,1,9,1.0732651551564534,0;0;0;0,28,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,upsert,0,L0038,2048,0,1787894276.7771976,8.657759428024292,25,1,24,1787894268.1194382,alphalow,agg_full@rho0.8,0,0.2,0.0,4,0.8,agg_full,1787894268.1194136,0,2048,,0,0,0,0,0,0,0,1,9,1.4892193973064423,0;1;0;2,33,0,1,0,1,0,0,3,49,49,4.64757227897644,,2,0,2,0,0,0,0,2048,2048,40.96,0.0,40.96,8657.759428024292,40.96,843.037707,2080.0,1,1,1,40.96,40.96,40.96
