point_id,policy,rho,label,feature_set,n_updates,prevalence,auroc_loro_mean,auprc_loro_mean,folds,scope
conc2,agg_full,0.8,flip_next_use,freshness_only,19,0.21052631578947367,nan,nan,0,
conc2,agg_full,0.8,flip_next_use,coverage_only,19,0.21052631578947367,nan,nan,0,
conc2,agg_full,0.8,flip_next_use,fresh_cov,19,0.21052631578947367,nan,nan,0,
conc2,agg_full,0.8,flip_next_use,decision_aware,19,0.21052631578947367,nan,nan,0,
conc2,agg_full,0.8,positive_value,freshness_only,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,positive_value,coverage_only,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,positive_value,fresh_cov,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,positive_value,decision_aware,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,high_value_top25pct,freshness_only,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,high_value_top25pct,coverage_only,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,high_value_top25pct,fresh_cov,19,0.3684210526315789,nan,nan,0,
conc2,agg_full,0.8,high_value_top25pct,decision_aware,19,0.3684210526315789,nan,nan,0,
conc2,agg_static,0.8,flip_next_use,freshness_only,32,0.4375,0.5,0.6893424036281178,1,
conc2,agg_static,0.8,flip_next_use,coverage_only,32,0.4375,0.6428571428571429,0.827437641723356,1,
conc2,agg_static,0.8,flip_next_use,fresh_cov,32,0.4375,0.6428571428571429,0.827437641723356,1,
conc2,agg_static,0.8,flip_next_use,decision_aware,32,0.4375,0.7857142857142857,0.9478458049886621,1,
conc2,agg_static,0.8,positive_value,freshness_only,32,0.53125,0.5,0.5605158730158729,1,
conc2,agg_static,0.8,positive_value,coverage_only,32,0.53125,0.4166666666666667,0.5771825396825397,1,
conc2,agg_static,0.8,positive_value,fresh_cov,32,0.53125,0.4166666666666667,0.5771825396825397,1,
conc2,agg_static,0.8,positive_value,decision_aware,32,0.53125,0.7777777777777778,0.9107142857142857,1,
conc2,agg_static,0.8,high_value_top25pct,freshness_only,32,0.28125,0.5,0.5,1,
