rep,cell_id,policy,rho,saved_prefill_retention_vs_ideal,delta_ttft_mean_ms_vs_ideal,delta_ttft_p95_ms_vs_ideal,delta_stale_fallback_rate_vs_ideal
0,exact_fifo@rho1.0,exact_fifo,1.0,0.6391562091000077,111.99540443750004,-51.886166,0.0
0,agg_full@rho1.2,agg_full,1.2,0.4931865424590038,233.40794511875004,185.21144200000003,0.0
0,exact_fifo@rho0.8,exact_fifo,0.8,0.5075063515282162,198.39282985624993,220.41298600000005,0.0
0,exact_fifo@rho1.2,exact_fifo,1.2,0.44360612826237583,257.746264825,232.47651399999995,0.0
0,agg_full@rho1.0,agg_full,1.0,0.48810531988605743,273.00943885000004,326.9897900000001,0.0
0,agg_static@rho1.2,agg_static,1.2,0.48810531988605743,262.9073023625,257.41510900000003,0.0
0,agg_static@rho0.8,agg_static,0.8,0.48810531988605743,307.86620835625,393.1447330000001,0.0
0,agg_static@rho1.0,agg_static,1.0,0.48810531988605743,325.51439513125,378.73885799999994,0.0
0,agg_full@rho0.5,agg_full,0.5,0.4607745015012703,368.36379279375,482.888426,0.0
0,agg_static@rho0.5,agg_static,0.5,0.7922857802756178,317.12987753125003,264.9077829999999,0.0
0,exact_fifo@rho0.5,exact_fifo,0.5,0.8541073215797983,312.98485141874994,590.8023629999998,0.0
0,agg_full@rho0.8,agg_full,0.8,0.7551774578489491,344.9839895625,498.5765529999999,0.0
1,exact_fifo@rho1.2,exact_fifo,1.2,0.4923156494753953,126.29881211250006,-91.71372900000006,0.0
1,agg_static@rho0.5,agg_static,0.5,0.7128712871287128,129.83019680625,181.93180299999995,0.0
1,exact_fifo@rho0.5,exact_fifo,0.5,0.9665287424264815,81.7711203,45.538918000000194,0.0
1,agg_static@rho0.8,agg_static,0.8,0.757942958474952,234.1976481999999,406.8711010000002,0.0
1,agg_static@rho1.0,agg_static,1.0,0.5298507462686567,331.69499868750006,243.4287650000001,0.0
1,exact_fifo@rho0.8,exact_fifo,0.8,0.544185015516477,359.1623166062499,207.17508099999986,0.0
1,agg_full@rho1.2,agg_full,1.2,0.5914733264371214,356.923255175,404.1163019999999,0.0
1,agg_full@rho0.8,agg_full,0.8,0.6442293483079651,272.5285658125,158.5343069999999,0.0
1,agg_full@rho1.0,agg_full,1.0,0.6560514260381262,382.48203718749994,391.81406000000015,0.0
1,agg_full@rho0.5,agg_full,0.5,0.9617260233486035,269.61336177500004,544.5106049999999,0.0
1,agg_static@rho1.2,agg_static,1.2,0.5608837003103295,492.8174837749999,590.4452190000002,0.0
1,exact_fifo@rho1.0,exact_fifo,1.0,0.49933500812767845,448.0716761187499,620.6422600000001,0.0
2,agg_full@rho0.5,agg_full,0.5,0.9094820962040879,-87.96616323750004,-239.4549780000002,0.0
2,agg_full@rho0.8,agg_full,0.8,0.8424773321038881,-75.0055343125,-264.84435600000006,0.0
2,exact_fifo@rho1.2,exact_fifo,1.2,0.6522206854157062,232.39591054375,721.3739879999998,0.0
2,exact_fifo@rho1.0,exact_fifo,1.0,0.4696480713078223,206.65350550624999,402.7832840000001,0.0
2,agg_static@rho1.0,agg_static,1.0,0.7462732441985555,206.10691341875008,726.6599249999999,0.0
2,exact_fifo@rho0.8,exact_fifo,0.8,0.871984017212233,-23.218820256249955,150.2424799999999,0.0
2,agg_full@rho1.2,agg_full,1.2,0.536883356385431,291.7414894937501,626.3437719999997,0.0
2,agg_static@rho0.8,agg_static,0.8,0.640233594590441,276.8501970437501,376.7477180000001,0.0
2,exact_fifo@rho0.5,exact_fifo,0.5,0.8301828799754111,236.47064734375,479.52573200000006,0.0
2,agg_static@rho1.2,agg_static,1.2,0.5979714153988013,329.8933622750001,810.6198679999998,0.0
2,agg_full@rho1.0,agg_full,1.0,0.5315813739050254,263.22117026875003,505.250845,0.0
2,agg_static@rho0.5,agg_static,0.5,0.8574611956354695,268.57291153124993,823.8738079999998,0.0
3,agg_static@rho0.5,agg_static,0.5,0.9446204810600605,-207.13067210625013,-518.1044550000001,0.0
3,exact_fifo@rho1.2,exact_fifo,1.2,0.5490422007777618,124.59053165624982,65.58558999999968,0.0
3,exact_fifo@rho0.5,exact_fifo,0.5,0.5651015411205531,151.17738344374993,-414.46887600000036,0.0
